estimator,"a,a","a,t0","a,v","a,z","t0,a","t0,t0","t0,v","t0,z","v,a","v,t0","v,v","v,z","z,a","z,t0","z,v","z,z"
misspecification-robust,0.010583124708799324,-0.4026611935566941,0.022831535992707576,0.22399055714785251,-0.40266119355669455,0.0030986907517643004,-0.2967925289019805,0.5182706717485315,0.02283153599270768,-0.29679252890198043,0.09033983262395384,-0.6261571688326447,0.22399055714785274,0.5182706717485314,-0.6261571688326444,0.028805410978670957
autocorrelation-robust,0.010909025900378285,-0.4703666529020572,0.0023137260320600208,0.18303270583261952,-0.4703666529020574,0.0031465287262072003,-0.3495238405845581,0.5366342895023433,0.0023137260320599505,-0.349523840584558,0.09202264318072098,-0.6833706136441221,0.18303270583261982,0.5366342895023432,-0.683370613644122,0.02897576840066673
sample-hessian,0.010911629532789768,-0.4618424724832851,0.19684692663470735,0.091533656197081,-0.46184247248328536,0.002579183080701672,-0.36826467720321615,0.5392758149050618,0.19684692663470757,-0.3682646772032162,0.08624757293503922,-0.6078874241988166,0.09153365619708087,0.539275814905062,-0.6078874241988167,0.027193117053606507
outer-product,0.011355355637253355,-0.5185296301281168,0.2793493643697817,0.0213114283060914,-0.5185296301281167,0.002443663685932121,-0.4003529206899962,0.563165226911167,0.2793493643697815,-0.4003529206899961,0.07870528948778709,-0.5680062397637267,0.021311428306091822,0.5631652269111668,-0.5680062397637267,0.026299608668688405
misspecification-robust,0.010530867946383604,-0.4103197723324663,0.11664144379258604,0.15871652284183663,-0.41031977233246686,0.002759077124648906,-0.3437506127049855,0.5203896450778348,0.11664144379258654,-0.34375061270498564,0.09512711072359666,-0.6506390868352064,0.15871652284183627,0.5203896450778356,-0.6506390868352068,0.028425060342951128
autocorrelation-robust,0.01000559904885334,-0.45849901397338494,0.22010368388317333,0.04480711809431874,-0.4584990139733855,0.0029227975389266025,-0.40077857713264764,0.5916822737539154,0.22010368388317383,-0.40077857713264764,0.09964560374269038,-0.67053600049793,0.04480711809431814,0.5916822737539159,-0.6705360004979303,0.02849415600791242
sample-hessian,0.010080716624171896,-0.5084438262499785,0.18392893180305145,0.072880621562328,-0.5084438262499782,0.0024460423017616554,-0.30136808548760224,0.4590741642252853,0.1839289318030512,-0.30136808548760224,0.08358984842608697,-0.5857376328197426,0.07288062156232847,0.45907416422528485,-0.5857376328197424,0.025088252193895464
outer-product,0.010498348076465278,-0.6278323099047813,0.31189462147074926,0.0012742034482391116,-0.6278323099047816,0.002169314949071086,-0.2785975675890047,0.27124660204842366,0.31189462147074914,-0.27859756758900467,0.07653506063131074,-0.527635500855632,0.0012742034482392194,0.27124660204842355,-0.5276355008556319,0.021096538389800044
misspecification-robust,0.009743210059291102,-0.3662215091797022,0.046532309526471534,0.1479636339183895,-0.36622150917970153,0.002882883453276624,-0.36264980550764225,0.6261798792482892,0.04653230952647095,-0.36264980550764214,0.09365219025113851,-0.6493605426064702,0.1479636339183905,0.6261798792482884,-0.6493605426064699,0.031047693036285774
autocorrelation-robust,0.009668362588002745,-0.3932556155137626,0.07244402015426141,0.08084024285634214,-0.39325561551376176,0.002964432914580111,-0.2660190439443006,0.6283194617830189,0.072444020154261,-0.2660190439443006,0.0877202583229117,-0.5948742900275734,0.08084024285634309,0.6283194617830181,-0.5948742900275732,0.027769038114164844
sample-hessian,0.010083180194127277,-0.49263619861408264,0.19334873040915126,0.06008818549828333,-0.4926361986140827,0.00246168346720381,-0.32861851396242703,0.4983447014562598,0.1933487304091512,-0.32861851396242703,0.08440997475623277,-0.5957103903997486,0.06008818549828347,0.4983447014562598,-0.5957103903997487,0.025759928763330824
outer-product,0.009830548600387042,-0.5391884446430646,0.3314041509112642,-0.0713605670243178,-0.5391884446430649,0.002213984993447913,-0.3902226085657996,0.5303657777416035,0.3314041509112642,-0.3902226085657995,0.08070116151778525,-0.5849654252903347,-0.0713605670243179,0.5303657777416035,-0.5849654252903348,0.02459088688676966
