estimator,"a,a","a,t0","a,beta_v","a,z","t0,a","t0,t0","t0,beta_v","t0,z","beta_v,a","beta_v,t0","beta_v,beta_v","beta_v,z","z,a","z,t0","z,beta_v","z,z"
sample-hessian,0.013805345015921698,-0.5418480470436077,0.29858781414605684,0.015171793281788344,-0.5418480470436079,0.0031864494057859474,-0.30087624948325914,0.5478789606806374,0.29858781414605706,-0.30087624948325903,0.03949229899134794,-0.5661748056542075,0.015171793281788104,0.5478789606806374,-0.5661748056542079,0.027930198094243006
outer-product,0.014212869348074576,-0.5329046473472367,0.32235456039896926,-0.0035086058472582524,-0.5329046473472372,0.003381028274736668,-0.34989684204184657,0.6119755870822237,0.3223545603989695,-0.34989684204184657,0.04133302949476735,-0.5688318106010859,-0.0035086058472584797,0.6119755870822238,-0.568831810601086,0.029955141619412717
misspecification-robust,0.013415695886199185,-0.5503885574367181,0.2742046603483305,0.0340811993322835,-0.5503885574367184,0.0030150919859743097,-0.2482892729894434,0.4756726268929392,0.27420466034833096,-0.24828927298944334,0.037805575446475136,-0.5657587261327418,0.03408119933228309,0.47567262689293915,-0.5657587261327421,0.02613481381778969
autocorrelation-robust,0.01278963910623636,-0.5583679842690469,0.24103726012554727,0.021843059675985523,-0.5583679842690474,0.0030633669201608703,-0.19079806007038336,0.47072360159776744,0.24103726012554758,-0.190798060070383,0.03752682587303628,-0.5525503398140154,0.02184305967598511,0.4707236015977672,-0.5525503398140161,0.024627675362872577
sample-hessian,0.013109826630109553,-0.529917092136431,0.2854076782291603,0.021653701205696284,-0.529917092136431,0.002988759875433696,-0.30968081980720574,0.5561497938987835,0.2854076782291602,-0.30968081980720547,0.03927030515075157,-0.5638466120506268,0.021653701205696405,0.5561497938987832,-0.5638466120506271,0.027467320923503017
outer-product,0.012615345014859756,-0.49436626655942617,0.26419044095640537,0.024698064678927246,-0.49436626655942645,0.00300592135043096,-0.31448240679145456,0.5914889498777341,0.26419044095640537,-0.3144824067914545,0.04087985216918991,-0.5808893019563643,0.02469806467892704,0.5914889498777343,-0.5808893019563645,0.028668237658528703
misspecification-robust,0.01362553113772226,-0.5644235839045234,0.3077518600593017,0.019159330197694974,-0.5644235839045233,0.0029813461992965083,-0.30741008034488937,0.5193288965104663,0.30775186005930144,-0.3074100803448887,0.03776928815399394,-0.546162124454501,0.019159330197695217,0.5193288965104659,-0.5461621244545017,0.026337235905682675
autocorrelation-robust,0.013687719836735645,-0.6081377395032189,0.38637261681920493,-0.05288847772685529,-0.608137739503219,0.0030085721062337264,-0.3433122088684605,0.5081296899293964,0.386372616819205,-0.3433122088684601,0.03614947076588888,-0.5443216791285135,-0.05288847772685523,0.5081296899293959,-0.544321679128514,0.0251414712216587
sample-hessian,0.013053725928945204,-0.5760757402977396,0.3006331864104659,-0.030918665104118077,-0.5760757402977393,0.0031651449529536864,-0.2870028409289127,0.5413434153408662,0.3006331864104658,-0.28700284092891315,0.039207640586287534,-0.5638326190359602,-0.03091866510411788,0.5413434153408664,-0.5638326190359599,0.027074466138508894
outer-product,0.01191450087015201,-0.5561985211055942,0.2932927328327896,-0.08383624241327374,-0.5561985211055942,0.0034143728694578483,-0.2909122542997762,0.5970545080240609,0.2932927328327895,-0.2909122542997761,0.03885295314316279,-0.5753759294262418,-0.08383624241327368,0.5970545080240608,-0.5753759294262418,0.02767799829515421
misspecification-robust,0.014350887119104741,-0.6097103111966025,0.3128370085533071,0.015895128884322672,-0.6097103111966026,0.0029687305645892466,-0.2901706419342485,0.48025490396620163,0.3128370085533071,-0.29017064193424924,0.039648748047912546,-0.5511150682255492,0.01589512888432316,0.4802549039662019,-0.551115068225549,0.026637243334929603
autocorrelation-robust,0.013141084723770699,-0.6345070502963045,0.3339542928810758,-0.08752968268241865,-0.6345070502963044,0.00287609594535789,-0.27814544861824636,0.49261090961732584,0.3339542928810756,-0.27814544861824714,0.03614435938334245,-0.5776462276668755,-0.08752968268241813,0.49261090961732623,-0.5776462276668751,0.025060296270675842
sample-hessian,0.012437983921009286,-0.5384813276956456,0.2713716839301839,0.0044193044760023805,-0.538481327695646,0.0028892335049700403,-0.3128259008992274,0.564521446437881,0.2713716839301839,-0.31282590089922724,0.039883287241375756,-0.570734698964302,0.0044193044760023024,0.5645214464378809,-0.5707346989643022,0.027336439774003966
outer-product,0.012610026819730445,-0.5693597958318737,0.271872707769671,-0.028270213876577455,-0.5693597958318736,0.003123874503264241,-0.2995247339115488,0.5548590503145442,0.2718727077696708,-0.29952473391154877,0.03944025722860607,-0.5721730883509326,-0.02827021387657715,0.554859050314544,-0.5721730883509326,0.026964741628225927
misspecification-robust,0.012309955084501346,-0.5084124225660925,0.27119501715533106,0.03437851842516921,-0.5084124225660933,0.0026827238526531843,-0.32820998922436856,0.5780663907431143,0.27119501715533095,-0.3282099892243682,0.0403371506275435,-0.5693389245140947,0.034378518425168876,0.5780663907431145,-0.569338924514095,0.027745356962218068
autocorrelation-robust,0.013074191905725499,-0.4961145942087776,0.2912186930161736,0.11165835349176012,-0.49611459420877846,0.0025826068917490326,-0.19552030998116496,0.46430733401835433,0.29121869301617354,-0.19552030998116435,0.03707850426706881,-0.4775747650779435,0.11165835349175995,0.46430733401835383,-0.4775747650779439,0.024715001194374062
sample-hessian,0.013349704599849533,-0.5965765086305442,0.31876949087817846,-0.06101974630276307,-0.5965765086305443,0.003321592875791823,-0.3006993386214184,0.5503452627154573,0.31876949087817863,-0.3006993386214181,0.03844108361243945,-0.5643411254098283,-0.06101974630276322,0.550345262715457,-0.5643411254098286,0.027031017378146668
outer-product,0.013203472721163173,-0.5897007755320414,0.312372988149506,-0.04758465811080839,-0.5897007755320415,0.003600970300208493,-0.2394875919076252,0.511993154465679,0.31237298814950587,-0.23948759190762514,0.038843545665145474,-0.548756684589548,-0.047584658110808434,0.5119931544656791,-0.548756684589548,0.026445337226771788
misspecification-robust,0.013557502035992939,-0.6098673196938702,0.3227811040203593,-0.07795927087195989,-0.6098673196938705,0.0031118430013476533,-0.3588086954705835,0.5909097187078969,0.3227811040203596,-0.35880869547058303,0.03808734942817701,-0.5789782920275627,-0.07795927087196027,0.5909097187078965,-0.5789782920275633,0.02765654648918872
autocorrelation-robust,0.012128524603541663,-0.5936895016327987,0.31691735946958843,-0.11771190280440968,-0.5936895016327987,0.002988878695892823,-0.3973640264836325,0.6121978866263679,0.3169173594695887,-0.39736402648363195,0.039213811877801874,-0.6252813346603733,-0.11771190280440996,0.6121978866263676,-0.625281334660374,0.026956160407415403
sample-hessian,0.012987955674315148,-0.5731189668528905,0.3043698380536333,-0.03934995157790697,-0.5731189668528904,0.0031819165957410276,-0.3038617793410111,0.5560745347102368,0.3043698380536336,-0.3038617793410115,0.03907143040977142,-0.5701324172999714,-0.03934995157790726,0.5560745347102372,-0.5701324172999713,0.02749808970018502
outer-product,0.01354663666664427,-0.5877468712584667,0.33362670372061065,-0.10121070627342643,-0.5877468712584668,0.0038463335026369555,-0.35156917029887014,0.6402684001425971,0.33362670372061065,-0.35156917029887025,0.039681394268650395,-0.5727242249240224,-0.10121070627342652,0.6402684001425973,-0.5727242249240223,0.029990500425265187
misspecification-robust,0.012542248296453484,-0.5712554108368314,0.2831706931219738,0.0037257648718851946,-0.5712554108368313,0.0026445379112013403,-0.2652143799069999,0.47036679214113797,0.28317069312197424,-0.26521437990700053,0.03869271132556255,-0.5753990118615327,0.0037257648718846655,0.47036679214113836,-0.5753990118615327,0.025712333369717077
autocorrelation-robust,0.012673100388399933,-0.5579653669509174,0.24989308987811015,0.07560129964805702,-0.5579653669509171,0.0024850202267337187,-0.08838031967350789,0.3796152615138838,0.24989308987811057,-0.08838031967350858,0.03542023004389021,-0.5179427836542071,0.07560129964805636,0.37961526151388447,-0.5179427836542069,0.02264191249342084
sample-hessian,0.012401977553380471,-0.5357433606924805,0.2830333577520065,0.004424166758195412,-0.5357433606924803,0.0028776158952612337,-0.28857701175728995,0.5342910272398249,0.28303335775200644,-0.28857701175729017,0.03901968568486507,-0.5671100006863246,0.004424166758195845,0.5342910272398248,-0.5671100006863243,0.026938451017606252
outer-product,0.011735604706446695,-0.4726020001781409,0.2908950737337281,0.0007329186141778349,-0.47260200017814136,0.0028607949014349534,-0.37798869112270955,0.6510390321572395,0.2908950737337282,-0.3779886911227095,0.03866193875691146,-0.5743859962044465,0.0007329186141774902,0.6510390321572396,-0.5743859962044465,0.0297801583727762
misspecification-robust,0.013135167083576961,-0.5921254662992027,0.26807032569001893,0.014509816109427715,-0.5921254662992023,0.002966936175142542,-0.19545119523677634,0.4008437950837006,0.2680703256900189,-0.19545119523677698,0.03961703561013665,-0.5689891687056419,0.01450981610942874,0.40084379508370066,-0.5689891687056412,0.024506029993395077
autocorrelation-robust,0.013152267096609934,-0.625132394929679,0.33193662692722037,-0.07287627071353871,-0.6251323949296785,0.0030202474847559006,-0.26391450981988374,0.4588038838054794,0.3319366269272201,-0.26391450981988424,0.0410544022127483,-0.6127068503934039,-0.07287627071353779,0.45880388380547943,-0.6127068503934033,0.02564211957296889
sample-hessian,0.012947413299239225,-0.633773357897604,0.33459213642106383,-0.10634690553406449,-0.6337733578976039,0.0033681173011435826,-0.2589093899675746,0.4956753604180169,0.33459213642106395,-0.2589093899675745,0.037313783794806404,-0.5620560420697334,-0.10634690553406455,0.49567536041801685,-0.5620560420697335,0.025905595045326968
outer-product,0.013752111332602922,-0.6686464800870807,0.3760947442490348,-0.19782382207729438,-0.6686464800870809,0.004208682913533871,-0.3203627155165215,0.5953619772478523,0.3760947442490347,-0.32036271551652146,0.03944387120035633,-0.5806795389900498,-0.19782382207729451,0.5953619772478523,-0.5806795389900498,0.02833056035575017
misspecification-robust,0.01239127456699205,-0.6159202578058133,0.30386658632825125,-0.04229232453707916,-0.6159202578058128,0.002713303346744088,-0.20535063691750868,0.3977211555724194,0.30386658632825136,-0.20535063691750832,0.0355299029334841,-0.5503769906285289,-0.042292324537079415,0.3977211555724192,-0.5503769906285292,0.024247258486335847
autocorrelation-robust,0.012230435243145758,-0.5847313201940264,0.37173313703469013,-0.033518058259097025,-0.584731320194026,0.002598426897335454,-0.284430821195033,0.4271873588166556,0.37173313703469035,-0.2844308211950328,0.03614232975509659,-0.565854237286756,-0.03351805825909704,0.4271873588166556,-0.5658542372867563,0.025580033606282613
sample-hessian,0.01294879338961312,-0.6012392509879,0.29410612244234124,-0.06188299658596381,-0.6012392509878999,0.003324943922893662,-0.26056038431335077,0.523359844446298,0.29410612244234086,-0.26056038431335055,0.038859365917222964,-0.5694193610468729,-0.06188299658596315,0.5233598444462974,-0.5694193610468727,0.02664752690024844
outer-product,0.012254338771992904,-0.6097981351598554,0.23337037639500263,-0.0834925428234179,-0.6097981351598555,0.0036460252707220323,-0.16731255266598058,0.47575914794455376,0.23337037639500258,-0.16731255266598055,0.038897102836213934,-0.5810478565671623,-0.08349254282341809,0.4757591479445538,-0.5810478565671624,0.025745655900741092
misspecification-robust,0.01379111247786334,-0.6032887904546456,0.3473520968936632,-0.039421559902090425,-0.6032887904546452,0.003096489990207139,-0.34952600629078423,0.5665802727141744,0.34735209689366253,-0.34952600629078395,0.03896288688007958,-0.5546842236848655,-0.0394215599020891,0.5665802727141732,-0.5546842236848651,0.027609242241470062
autocorrelation-robust,0.012718445646210629,-0.5334582982708701,0.33998325274317504,0.045284740903224784,-0.5334582982708694,0.0026757687509425736,-0.37159347800044684,0.5348254304324154,0.3399832527431742,-0.37159347800044623,0.038724386970581864,-0.5464162626267128,0.04528474090322602,0.5348254304324142,-0.546416262626713,0.025614517706513726
sample-hessian,0.013349484392267345,-0.5761068940103297,0.3046602485399121,-0.013929545268299532,-0.5761068940103296,0.003122367404911279,-0.285946871593695,0.526985854219096,0.30466024853991186,-0.28594687159369464,0.03922613285760482,-0.558585285973608,-0.013929545268299214,0.5269858542190956,-0.558585285973608,0.026949460608260405
outer-product,0.014113335195970106,-0.6338756982070824,0.3425733024746341,0.0010383789950537275,-0.6338756982070827,0.003217903926838988,-0.25359893873461364,0.41371126331556785,0.3425733024746341,-0.2535989387346136,0.040748097734686475,-0.5304164262469717,0.001038378995053701,0.41371126331556785,-0.5304164262469717,0.024498834567183065
misspecification-robust,0.012713890436681533,-0.5165220526281814,0.26684989792329394,-0.027259845092298004,-0.5165220526281807,0.0031001012631323216,-0.33318510966749504,0.6309468104323844,0.26684989792329333,-0.3331851096674944,0.038072121823556064,-0.5930817317703128,-0.02725984509229731,0.6309468104323837,-0.5930817317703129,0.02973314161068494
autocorrelation-robust,0.013095596149805695,-0.5387928737339305,0.3680572783758214,-0.16358164730008481,-0.5387928737339305,0.0031778409144776233,-0.3816298262163001,0.6674741686190916,0.3680572783758211,-0.38162982621629943,0.039933364927857665,-0.6050786243148216,-0.16358164730008426,0.6674741686190905,-0.6050786243148218,0.03137652812919512
sample-hessian,0.012742160977595503,-0.5598990796538437,0.29884719265857834,-0.04530939107065912,-0.5598990796538439,0.0032147443686631303,-0.3156595816335149,0.5687813838931188,0.2988471926585785,-0.31565958163351504,0.037636541960514885,-0.5740813070392333,-0.04530939107065951,0.5687813838931192,-0.5740813070392334,0.027253825702559898
outer-product,0.012561691948800803,-0.5171613166510077,0.2662115050863278,-0.04485592016405592,-0.5171613166510073,0.0036299474281928437,-0.3907315920929923,0.6655719883510358,0.2662115050863278,-0.39073159209299235,0.03703004622135458,-0.6087484681812628,-0.044855920164055624,0.6655719883510357,-0.6087484681812628,0.03090744513696118
misspecification-robust,0.012946491746543632,-0.6044621249584503,0.3334354408342613,-0.0539220203554249,-0.6044621249584502,0.0028844594442532256,-0.2550495270894638,0.45896104069975674,0.33343544083426135,-0.25504952708946416,0.038768722269952365,-0.5545064985681366,-0.05392202035542586,0.4589610406997579,-0.5545064985681369,0.024393549525486773
autocorrelation-robust,0.012263475257617508,-0.6047543197623063,0.2787397302844392,-0.04220537737039124,-0.6047543197623063,0.0028574431805114538,-0.22772729679152967,0.4658883518215849,0.2787397302844394,-0.22772729679152967,0.041780378292621614,-0.5970751572502564,-0.042205377370391914,0.46588835182158517,-0.5970751572502568,0.02534900883337962
sample-hessian,0.013094389681484882,-0.5894242479605475,0.31244661633581833,-0.049116672169877966,-0.5894242479605474,0.003228052953881633,-0.294405847297282,0.5414699211727438,0.3124466163358184,-0.2944058472972821,0.03845201195285841,-0.5626242736264366,-0.049116672169878146,0.5414699211727442,-0.5626242736264366,0.026957529657479818
outer-product,0.013598730439662686,-0.6073090669265264,0.32004215883356546,-0.08261145007471601,-0.6073090669265263,0.0037426496632081865,-0.3013960703560806,0.575678903306474,0.3200421588335654,-0.3013960703560806,0.039142571625507216,-0.5612393689754906,-0.08261145007471643,0.5756789033064743,-0.5612393689754905,0.02795544314982297
misspecification-robust,0.012685862553825145,-0.5797736820020233,0.3083802005109197,-0.02817707598100283,-0.5797736820020233,0.0027972908666840774,-0.2937337306259718,0.5153290894409108,0.3083802005109198,-0.2937337306259719,0.03782932914492372,-0.5656011482096805,-0.028177075981002966,0.5153290894409113,-0.5656011482096804,0.0262078858563383
autocorrelation-robust,0.011761762806746586,-0.5483422832193985,0.2813561645624898,-0.003783782162755479,-0.5483422832193978,0.0026889747996879485,-0.30956465137091116,0.5291390467346335,0.28135616456248985,-0.3095646513709112,0.0379473255003569,-0.6158034850602123,-0.0037837821627557744,0.5291390467346342,-0.6158034850602125,0.0270685048318681
sample-hessian,0.013070458962421348,-0.5464720050570482,0.2852875287175169,0.0006088869737962593,-0.5464720050570484,0.0031064847069252103,-0.31205880085746734,0.5592535835086897,0.2852875287175166,-0.3120588008574669,0.03857764998860273,-0.5661333399965855,0.0006088869737963414,0.5592535835086893,-0.5661333399965859,0.027369968250933425
outer-product,0.01284896041275542,-0.5416393562378303,0.1970965994337874,0.04005521852018113,-0.5416393562378304,0.003250942109587336,-0.2493375380937612,0.5318874618540488,0.19709659943378743,-0.2493375380937612,0.03815103631615916,-0.5641301534478679,0.040055218520181096,0.5318874618540487,-0.5641301534478679,0.02704037200921378
misspecification-robust,0.01336882963115941,-0.5570428140012125,0.3689950385190786,-0.04047594284846125,-0.5570428140012129,0.00298865322691901,-0.3758242243925656,0.5882419072431042,0.3689950385190781,-0.3758242243925647,0.03918945264214864,-0.5691845817836226,-0.04047594284846088,0.5882419072431033,-0.5691845817836232,0.027757494986564553
autocorrelation-robust,0.014085191966097603,-0.5599536472485217,0.3213506434474415,-0.028787373236348973,-0.5599536472485223,0.0029365400500469666,-0.3742493474835742,0.6062592867301849,0.3213506434474413,-0.3742493474835734,0.038070448571274215,-0.5607484388303529,-0.028787373236349032,0.6062592867301845,-0.5607484388303539,0.02665044649705487
sample-hessian,0.012234180444129703,-0.6063474285434454,0.3107781124064903,-0.06080521940256099,-0.6063474285434456,0.0029996801659374654,-0.2613715943601673,0.49459892571658165,0.3107781124064902,-0.26137159436016716,0.03779831017411516,-0.551637860567639,-0.0608052194025612,0.49459892571658165,-0.5516378605676392,0.025532421278203366
outer-product,0.012227483195867653,-0.6141098233532236,0.32495242398128116,-0.024071999170367248,-0.6141098233532236,0.003071571185710895,-0.25454529348427496,0.4534083375461716,0.32495242398128116,-0.25454529348427496,0.03573852518217218,-0.4979167199887067,-0.024071999170367456,0.4534083375461716,-0.49791671998870674,0.023881696351097492
misspecification-robust,0.01228425693633197,-0.6019795708423068,0.30131342110136944,-0.09769001088039421,-0.601979570842307,0.002949728676031985,-0.27567506871859027,0.5358348531390849,0.30131342110136916,-0.2756750687185898,0.04011383816747559,-0.6008869548392028,-0.09769001088039451,0.5358348531390847,-0.6008869548392034,0.027346522197991732
autocorrelation-robust,0.011594392256565203,-0.5933343919921251,0.30699771014194327,-0.12516241734717906,-0.5933343919921253,0.002917880993777892,-0.284848014436922,0.5487797398971397,0.30699771014194316,-0.2848480144369217,0.04076530693471901,-0.6204262476273786,-0.1251624173471793,0.5487797398971395,-0.620426247627379,0.028343946962417866
